City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
693,Fasa,IR,28.9383,53.6482,47.44,71,40,4.61,scattered clouds
694,Qasigiannguit,GL,68.8193,-51.1922,-1.57,79,100,9.4,overcast clouds
695,Tessalit,ML,20.1986,1.0114,68.52,12,33,10.63,scattered clouds
696,Evensk,RU,61.95,159.2333,19.56,73,100,21.52,overcast clouds
697,Mildura,AU,-34.2,142.15,75.16,43,100,8.05,light rain
698,Iralaya,HN,15.0,-83.2333,82.49,64,87,10.76,overcast clouds
699,Rumoi,JP,43.9344,141.6428,25.95,64,96,15.43,overcast clouds
700,Santo Antonio Do Ica,BR,-3.1022,-67.9397,83.48,70,100,2.77,overcast clouds
701,Chor,PK,25.5167,69.7667,68.36,50,0,3.13,clear sky
702,Nueva Guinea,NI,11.6876,-84.4562,75.78,72,96,9.28,overcast clouds
703,Cockburn Town,TC,21.4612,-71.1419,73.36,73,75,16.11,broken clouds
704,Nicoya,CR,10.1483,-85.452,85.55,53,45,15.19,scattered clouds
705,Tapes,BR,-30.6733,-51.3958,81.66,58,21,7.81,few clouds
